code,label,year,estimated_population,net_overseas_migration
506,Perth - South East,2019,"531,191","5,048"
506,Perth - South East,2020,"543,701","7,253"
506,Perth - South East,2021,"549,247","-1,310"
506,Perth - South East,2022,"556,648","2,980"
507,Perth - South West,2017,"424,800","1,697"
507,Perth - South West,2018,"432,334","1,672"
507,Perth - South West,2019,"440,923","2,447"
507,Perth - South West,2020,"451,171","3,503"
507,Perth - South West,2021,"459,003",-747
507,Perth - South West,2022,"467,629","1,625"
509,Western Australia - Wheat Belt,2017,"138,351",296
509,Western Australia - Wheat Belt,2018,"138,764",296
509,Western Australia - Wheat Belt,2019,"139,364",425
509,Western Australia - Wheat Belt,2020,"140,623",600
509,Western Australia - Wheat Belt,2021,"141,653",-85
509,Western Australia - Wheat Belt,2022,"142,739",298
510,Western Australia - Outback (North),2017,"97,077",321
510,Western Australia - Outback (North),2018,"96,781",323
510,Western Australia - Outback (North),2019,"96,733",469
510,Western Australia - Outback (North),2020,"97,187",667
510,Western Australia - Outback (North),2021,"96,960",-96
510,Western Australia - Outback (North),2022,"97,836",303
511,Western Australia - Outback (South),2017,"121,724",277
511,Western Australia - Outback (South),2018,"121,646",284
511,Western Australia - Outback (South),2019,"121,838",405
511,Western Australia - Outback (South),2020,"122,807",578
511,Western Australia - Outback (South),2021,"124,028",-82
511,Western Australia - Outback (South),2022,"124,706",303
601,Hobart,2017,"231,983","1,399"
601,Hobart,2018,"238,212","1,637"
601,Hobart,2019,"244,498","1,850"
601,Hobart,2020,"249,511","2,113"
601,Hobart,2021,"251,047",-369
601,Hobart,2022,"252,693","1,643"
602,Launceston and North East,2017,"145,355",638
602,Launceston and North East,2018,"148,009",789
602,Launceston and North East,2019,"150,759",898
602,Launceston and North East,2020,"153,672","1,046"
602,Launceston and North East,2021,"154,914",-55
602,Launceston and North East,2022,"155,694",787
603,South East,2017,"38,545",89
603,South East,2018,"39,605",116
603,South East,2019,"40,808",129
603,South East,2020,"42,083",152
603,South East,2021,"42,821",-8
603,South East,2022,"43,480",136
604,West and North West,2017,"112,441",218
604,West and North West,2018,"114,286",261
604,West and North West,2019,"116,245",308
604,West and North West,2020,"118,241",367
604,West and North West,2021,"119,127",-18
604,West and North West,2022,"119,673",352
701,Darwin,2017,"149,145","1,404"
701,Darwin,2018,"149,074",571
701,Darwin,2019,"148,546",705
701,Darwin,2020,"148,805",132
701,Darwin,2021,"148,801",-381
701,Darwin,2022,"149,582","1,527"
702,Northern Territory - Outback,2017,"99,016",441
702,Northern Territory - Outback,2018,"99,289",187
702,Northern Territory - Outback,2019,"99,607",227
702,Northern Territory - Outback,2020,"100,138",40
702,Northern Territory - Outback,2021,"100,399",-86
702,Northern Territory - Outback,2022,"101,120",593
801,Australian Capital Territory,2017,"416,824","4,148"
801,Australian Capital Territory,2018,"430,140","4,598"
801,Australian Capital Territory,2019,"441,277","2,809"
801,Australian Capital Territory,2020,"450,632","2,368"
801,Australian Capital Territory,2021,"453,558","-3,277"
801,Australian Capital Territory,2022,"456,692","3,200"
901,Other Territories,2017,"4,665",-
901,Other Territories,2018,"4,716",-
901,Other Territories,2019,"4,759",-
901,Other Territories,2020,"4,791",-
901,Other Territories,2021,"4,848",-
901,Other Territories,2022,"4,919",68
901,Other Territories,2022,"4,919",68
